Material_Pair,Core_Formula,Shell_Formula,Master_Consensus_Score,Master_Confidence_Index_%,Score_Delta,DualTree_Score,MultiParadigm_Score,DualTree_Agreement_%,MultiParadigm_Agreement_%,Core_Eg_nano_3nm_eV,Shell_Eg_bulk_eV,Total_Confinement_eV,Dielectric_Contrast_Ratio,Defect_Gradient_eV,Confinement_Asymmetry,Core_a_A,Shell_a_A,Lattice_Mismatch_pct,Strain_Decay_Factor,Synthesizability_Index,Synthesis_Regime,Confinement_Gain_vs_Lit,Synth_Gain_vs_Lit,Dielectric_Gain_vs_Lit,Composite_Benchmark_Index,Benchmark_Tier
Ba(Ag3O2)2 / AlHSO5,Ba(Ag3O2)2,AlHSO5,0.5941761562285535,80.30906378945231,0.0259723199169992,0.5811899962700539,0.6071623161870531,75.45916992174713,89.44181889329118,1.5131445376540342,5.6943,4.1812000000000005,18.034071872126564,-1.4311986788778417,0.1487132880512771,4.1317,4.7268,14.403272260812727,0.4183662759980122,0.3417370040416985,Requires Buffer Layer (High Dislocation Risk),1.161,0.505,8.726,2.8229,Tier 2: Competitive Alternative
Ba2SmMoO6 / Ba(PO3)2,Ba2SmMoO6,Ba(PO3)2,0.6020124056472358,81.02272906537583,0.017742577422579,0.5931411169359463,0.6108836943585253,74.84843784393497,90.12405755910112,1.1639169977268191,5.4349,4.271,17.40684437120676,0.0370181465238115,-0.1805666120346523,4.736,4.3882,7.343749999999989,0.6412750140454173,0.4678018493499635,Requires Buffer Layer (High Dislocation Risk),1.186,0.691,8.423,2.8222,Tier 2: Competitive Alternative
Ba3Ta2Se9 / Ba2DyCl7,Ba3Ta2Se9,Ba2DyCl7,0.657907673454598,74.39867736244366,0.0382155745346073,0.6387998861872943,0.6770154607219017,68.24554400783826,86.46412978718769,1.5010593186159011,5.4194,3.9183,16.854206837626574,-1.2940080062194934,-0.1792358931169128,6.2292,6.0236,3.300584344699152,0.818988404905116,0.6711706812307202,Semi-Coherent (Moderate Strain Risk),1.088,0.992,8.155,2.8213,Tier 1: Next-Gen Breakthrough
Ba3SrEr2(MoO6)2 / Ba(PO3)2,Ba3SrEr2(MoO6)2,Ba(PO3)2,0.5850047415444961,81.28963366765502,0.0237768488573925,0.5731163171157998,0.5968931659731923,76.56253255288013,89.97650838772991,1.2443169977268191,5.4349,4.1906,17.40684437120676,0.1062084555238116,-0.2368634563069727,4.5112,4.3882,2.7265472601524947,0.8479309196043465,0.4773397647760202,Semi-Coherent (Moderate Strain Risk),1.164,0.705,8.423,2.8182,Tier 1: Next-Gen Breakthrough
Ba(YTe2)2 / Ba3Si2(B3O8)2,Ba(YTe2)2,Ba3Si2(B3O8)2,0.5976655235770386,83.38745568688023,0.0190827066213115,0.5881241702663829,0.6072068768876944,78.87280560281648,91.1465349669864,1.061316997726819,5.4031,4.3418,17.227122381477397,-1.3641388637169312,0.1854069740660555,3.6538,3.8989,6.708084733701897,0.6664173677702117,0.4829068259744765,Requires Buffer Layer (High Dislocation Risk),1.206,0.714,8.336,2.8161,Tier 2: Competitive Alternative
Ba(HoTe2)2 / Ba3Si2(B3O8)2,Ba(HoTe2)2,Ba3Si2(B3O8)2,0.5957096870218204,83.54754180832853,0.0188533467295514,0.5862830136570446,0.605136360386596,79.033488694532,91.27243148537208,1.0404169977268192,5.4031,4.3627,17.227122381477397,-1.3810431087169304,0.193985376028606,3.6538,3.8989,6.708084733701897,0.6664173677702117,0.4783555817654065,Requires Buffer Layer (High Dislocation Risk),1.212,0.707,8.336,2.8161,Tier 2: Competitive Alternative
Ba3Zr6BeCl18 / Ba2CaP4(H3O8)2,Ba3Zr6BeCl18,Ba2CaP4(H3O8)2,0.6498149517150371,76.41954076541019,0.0318093896413637,0.6339102568943552,0.6657196465357189,70.25665715853249,87.60387143532145,1.2822169977268187,5.4657,4.1835,17.581490207109955,-0.2749266898645301,-0.1015656746743157,5.4707,3.8994,28.72210137642349,0.1759268257337733,0.4327800537477313,Requires Buffer Layer (High Dislocation Risk),1.162,0.64,8.507,2.8155,Tier 2: Competitive Alternative
Ba2GdMoO6 / Ba(PO3)2,Ba2GdMoO6,Ba(PO3)2,0.600039831802532,81.30931372535721,0.021664888335895,0.5892073876345844,0.6108722759704794,76.10377271831004,90.1159872718096,1.1637169977268191,5.4349,4.2712,17.40684437120676,0.0596219440238106,-0.1616875819441843,4.7656,4.3882,7.919254658385087,0.6193313152043743,0.4540505353058679,Requires Buffer Layer (High Dislocation Risk),1.186,0.671,8.423,2.8151,Tier 2: Competitive Alternative
Ba2InBiSe5 / Ba2CaP4(H3O8)2,Ba2InBiSe5,Ba2CaP4(H3O8)2,0.6573151311712501,75.70572002251772,0.0326111574946235,0.6410095524239383,0.6736207099185618,69.2409891243881,87.27460563159953,1.316416997726819,5.4657,4.1493,17.581490207109955,-1.0917260000439286,0.0944014653074012,5.9323,3.8994,34.26832763009288,0.1257783784856542,0.4343240909862366,Requires Buffer Layer (High Dislocation Risk),1.153,0.642,8.507,2.8125,Tier 2: Competitive Alternative
AcFeO3 / Al2SiO5,AcFeO3,Al2SiO5,0.6287694413136282,77.20866938714065,0.0303377397818996,0.6136005714226784,0.6439383112045781,71.3132349460814,87.93534583249726,1.263816997726819,5.4454,4.1816,17.46643533343425,-0.6053303979374993,0.2132198201645303,4.5658,3.9128,14.30198431819178,0.42093786248074,0.4516421591423881,Requires Buffer Layer (High Dislocation Risk),1.162,0.667,8.452,2.8111,Tier 2: Competitive Alternative
Ba3(TaS4)2 / Ba(PO3)2,Ba3(TaS4)2,Ba(PO3)2,0.6232741010990741,80.23725204747257,0.0254219595372351,0.6105631213304565,0.6359850808676917,75.1867257489939,89.47377082729469,1.000616997726819,5.4349,4.4343,17.40684437120676,-1.1382255624890183,0.0404347924136842,5.6703,4.3882,22.61079660688147,0.2546275996629301,0.4093584624039554,Requires Buffer Layer (High Dislocation Risk),1.232,0.605,8.423,2.8101,Tier 2: Competitive Alternative
Ba(TmTe2)2 / Ba3Si2(B3O8)2,Ba(TmTe2)2,Ba3Si2(B3O8)2,0.5979068048565233,82.13230432152443,0.0181176697559167,0.5888479699785648,0.6069656397344816,76.65613798581812,90.63947736782085,1.039516997726819,5.4031,4.3636,17.227122381477397,-1.3964025180026431,0.1680722339352828,3.626,3.8989,7.52619966905681,0.6342354127506101,0.4648476847791041,Requires Buffer Layer (High Dislocation Risk),1.212,0.687,8.336,2.8092,Tier 2: Competitive Alternative
Ba(DyTe2)2 / Ba3Si2(B3O8)2,Ba(DyTe2)2,Ba3Si2(B3O8)2,0.5928652705152553,82.52690638316444,0.0182811063837887,0.583724717323361,0.6020058237071497,77.312313670104,90.81505337928098,1.041616997726819,5.4031,4.3615,17.227122381477397,-1.3730556518121708,0.1971569414192365,3.663,3.8989,6.4400764400764405,0.6773110726834647,0.464722055258968,Requires Buffer Layer (High Dislocation Risk),1.212,0.687,8.336,2.8089,Tier 2: Competitive Alternative
Ba(GdSe2)2 / Ba2Ca(BO2)6,Ba(GdSe2)2,Ba2Ca(BO2)6,0.5860687940023277,81.10173406273267,0.0190221625952952,0.5765577127046801,0.5955798752999754,75.25838950979295,90.09036959631916,1.481060739031996,5.0129,3.5319000000000003,19.213913209575576,-0.8597669850892884,0.0824768538180582,5.772,4.1748,27.67151767151767,0.1874718048285363,0.1761473953075184,Requires Buffer Layer (High Dislocation Risk),0.981,0.26,9.297,2.8078,Tier 2: Competitive Alternative
AgHg2PO4 / AlH11SO10,AgHg2PO4,AlH11SO10,0.6283521818757474,78.20570017898201,0.0367546858470742,0.6099748389522103,0.6467295247992845,74.31349361172089,88.06611837270036,1.4446169977268193,5.3941,3.949500000000001,17.176424784435866,-0.1233489268064162,-0.0947714900620331,3.9451,4.1376,4.879470735849532,0.7443767562459642,0.5603402584285614,Semi-Coherent (Moderate Strain Risk),1.097,0.828,8.311,2.8065,Tier 1: Next-Gen Breakthrough
Ba3Bi6PbSe13 / Ba2CaP4(H3O8)2,Ba3Bi6PbSe13,Ba2CaP4(H3O8)2,0.6246135823715274,80.7903235445058,0.0219778390529212,0.6136246628450668,0.6356025018979881,75.27837241920146,89.93326954660344,1.063916997726819,5.4657,4.4018,17.581490207109955,-1.434319715931106,-0.0961424871643418,5.9232,3.8994,34.167341977309555,0.1265491903817256,0.3670232693034018,Requires Buffer Layer (High Dislocation Risk),1.223,0.542,8.507,2.8057,Tier 2: Competitive Alternative
Ba(HoTe2)2 / Ba(PO3)2,Ba(HoTe2)2,Ba(PO3)2,0.6241547384608875,77.72254081414569,0.0278280754817898,0.6102407007199926,0.6380687762017825,71.61300723522086,88.28163455391227,1.0404169977268192,5.4349,4.3945,17.40684437120676,-1.2101004209523782,-0.2773239276368187,3.6538,4.3882,20.099622311018678,0.2964054051236788,0.4080680117793627,Requires Buffer Layer (High Dislocation Risk),1.221,0.603,8.423,2.805,Tier 2: Competitive Alternative
Ba4LaGe3SbSe13 / AlPO4,Ba4LaGe3SbSe13,AlPO4,0.5937218900671142,83.11205380610801,0.0229555381251337,0.5822441210045473,0.605199659129681,79.44641928916627,90.68310305953618,1.4883785721190117,5.6178,4.1294,18.32831451275617,-1.6693773812701789,0.0373419867293068,5.952,4.0145,32.55208333333333,0.1395404100813658,0.2493649489164895,Requires Buffer Layer (High Dislocation Risk),1.147,0.369,8.869,2.8049,Tier 2: Competitive Alternative
Ba4P2O / Ba2HoCl7,Ba4P2O,Ba2HoCl7,0.6637902439126098,75.57750926472787,0.0311244376006193,0.6482280251123002,0.6793524627129195,68.79845174888904,87.21231412813084,1.2965169977268192,5.4559,4.1594,17.526026148831015,-1.3592738983163273,-0.0871760350050488,3.996,6.0199,50.64814814814815,0.0466905746190621,0.4286784754253891,Requires Buffer Layer (High Dislocation Risk),1.155,0.634,8.48,2.804,Tier 2: Competitive Alternative
Ba(DyTe2)2 / Ba(PO3)2,Ba(DyTe2)2,Ba(PO3)2,0.624030755271276,76.75586467456225,0.0281775622481675,0.6099419741471922,0.6381195363953598,70.14663124601832,87.81610287674096,1.041616997726819,5.4349,4.3933,17.40684437120676,-1.2021129640476187,-0.2743040539002572,3.663,4.3882,19.79797979797981,0.3018642766237173,0.4029730747549375,Requires Buffer Layer (High Dislocation Risk),1.22,0.596,8.423,2.8022,Tier 2: Competitive Alternative
Ba2InCuO4 / Ba2YC2(O2F)3,Ba2InCuO4,Ba2YC2(O2F)3,0.6862783236058712,70.1394523994682,0.0435814553656532,0.6644875959230445,0.7080690512886978,62.27508118762925,84.39596109393499,1.3662169977268188,5.263999999999999,3.8978,16.447548766982095,-0.9698248188095252,-0.1847708964030992,4.5464,4.3614,4.069153616047873,0.7817785256971266,0.7330025879922376,Semi-Coherent (Moderate Strain Risk),1.083,1.083,7.958,2.8019,Tier 1: Next-Gen Breakthrough
Ba(ErTe2)2 / Ba3Si2(B3O8)2,Ba(ErTe2)2,Ba3Si2(B3O8)2,0.5949543885464681,82.65104924909531,0.018307620303537,0.5858005783946996,0.6041081986982366,77.50549679419744,90.8793271251872,1.0403169977268183,5.4031,4.3628,17.227122381477397,-1.384070443716933,0.1753919501237737,3.6075,3.8989,8.077616077616074,0.613425919523057,0.4493445325825885,Requires Buffer Layer (High Dislocation Risk),1.212,0.664,8.336,2.8011,Tier 2: Competitive Alternative
Ba(TbTe2)2 / Ba(PO3)2,Ba(TbTe2)2,Ba(PO3)2,0.6257020523718668,77.04087263876471,0.0270022581603776,0.612200923291678,0.6392031814520556,70.36941746543732,87.98834499576935,1.0413169977268188,5.4349,4.3936,17.40684437120676,-1.194010920833334,-0.2647487254187909,3.6075,4.3882,21.641025641025653,0.2700138429043127,0.399168345673255,Requires Buffer Layer (High Dislocation Risk),1.22,0.59,8.423,2.8003,Tier 2: Competitive Alternative
Ba3Cr2O8 / Ba2HoCl7,Ba3Cr2O8,Ba2HoCl7,0.651787966873019,75.8466424674369,0.0244890807305424,0.6395434265077478,0.6640325072382902,67.93548684437924,87.56588370765327,1.4032169977268192,5.4559,4.0527,17.526026148831015,-0.2374810371153843,-0.0806129247168555,4.8242,6.0199,24.785456656025858,0.2232372598289385,0.44350026121116,Requires Buffer Layer (High Dislocation Risk),1.126,0.655,8.48,2.7998,Tier 2: Competitive Alternative
Ba2MnTe3 / Ba(PO3)2,Ba2MnTe3,Ba(PO3)2,0.6164547962404596,82.25809484626579,0.0229886051868386,0.6049604936470403,0.627949098833879,77.82512086666425,90.56205513346092,1.0806169977268187,5.4349,4.3543,17.40684437120676,-1.5205998133210157,-0.1136577635900144,3.6507,4.3882,20.20160517161093,0.2945822249824188,0.4060945051358706,Requires Buffer Layer (High Dislocation Risk),1.21,0.6,8.423,2.7995,Tier 2: Competitive Alternative
Au2Se3O10 / Ba(AlCl4)2,Au2Se3O10,Ba(AlCl4)2,0.6055795017879237,81.02145093822834,0.0245373683680578,0.5933108176038948,0.6178481859719527,76.32817502430053,89.79085057625991,1.214816997726819,5.3891,4.1743,17.148148571559226,-1.3895139036827615,0.2148144599094458,5.3379,5.624,5.359785683508483,0.7230571358656052,0.5042556088491013,Requires Buffer Layer (High Dislocation Risk),1.16,0.745,8.297,2.799,Tier 2: Competitive Alternative
Ba2Tl2O5 / Ba2HoCl7,Ba2Tl2O5,Ba2HoCl7,0.6225444979681071,76.71940422479335,0.0195679393079852,0.6127605283141144,0.6323284676220997,68.78282786872761,87.71838685214308,1.0156169977268188,5.4559,4.4403,17.526026148831015,-0.902330088703704,-0.268112514920163,4.7113,6.0199,27.77577314117124,0.1862930560453889,0.3572281475504301,Requires Buffer Layer (High Dislocation Risk),1.233,0.528,8.48,2.7982,Tier 2: Competitive Alternative
Ba3UAgS6 / Ba(PO3)2,Ba3UAgS6,Ba(PO3)2,0.6081629282676808,80.4126096642918,0.0270865017987701,0.5946196773682957,0.6217061791670658,75.80646582106928,89.49622514367232,0.8985169977268191,5.4349,4.5364,17.40684437120676,-1.0774189069155835,-0.1957499338682655,5.6475,4.3882,22.29836210712704,0.2594864204335745,0.3639331208588047,Requires Buffer Layer (High Dislocation Risk),1.26,0.538,8.423,2.798,Tier 2: Competitive Alternative
Ba3In2O6 / Ba2CaP4(H3O8)2,Ba3In2O6,Ba2CaP4(H3O8)2,0.5998136991460922,81.89561303647103,0.021395945396631,0.5891157264477767,0.6105116718444077,76.95878613849366,90.41352884678108,1.107916997726819,5.4657,4.357799999999999,17.581490207109955,-0.059954025016045,-0.0214787277984303,4.7259,3.8994,17.48873230495779,0.3471257042844415,0.3612342353371194,Requires Buffer Layer (High Dislocation Risk),1.21,0.534,8.507,2.7978,Tier 2: Competitive Alternative
Ba(YTe2)2 / Ba(PO3)2,Ba(YTe2)2,Ba(PO3)2,0.622647767431332,77.27546326560679,0.0273282880856021,0.6089836233885308,0.636311911474133,70.81297871866927,88.08022711645135,1.061316997726819,5.4349,4.3736,17.40684437120676,-1.193196175952379,-0.2880921895006402,3.6538,4.3882,20.099622311018678,0.2964054051236788,0.3976417418890992,Requires Buffer Layer (High Dislocation Risk),1.215,0.588,8.423,2.7973,Tier 2: Competitive Alternative
Ba(TmTe2)2 / Ba(PO3)2,Ba(TmTe2)2,Ba(PO3)2,0.6221830096717258,77.10178767139877,0.0271310966793888,0.6086174613320313,0.6357485580114202,70.4917577051363,88.01220394526442,1.039516997726819,5.4349,4.3954,17.40684437120676,-1.225459830238091,-0.3029530873185603,3.626,4.3882,21.02040816326532,0.2803448871732829,0.3904120723386451,Requires Buffer Layer (High Dislocation Risk),1.221,0.577,8.423,2.796,Tier 2: Competitive Alternative
Ba(ErTe2)2 / Ba(PO3)2,Ba(ErTe2)2,Ba(PO3)2,0.6237554840521388,76.54247989119558,0.0284115075543158,0.6095497302749808,0.6379612378292967,69.85729823419288,87.70422186681765,1.0403169977268183,5.4349,4.3946000000000005,17.40684437120676,-1.213127755952381,-0.2957720839211759,3.6075,4.3882,21.641025641025653,0.2700138429043127,0.3885303819990087,Requires Buffer Layer (High Dislocation Risk),1.221,0.574,8.423,2.7949,Tier 2: Competitive Alternative
Ba(TbTe2)2 / Ba3Si2(B3O8)2,Ba(TbTe2)2,Ba3Si2(B3O8)2,0.5926834960000081,81.75112792942005,0.0198286524195512,0.5827691697902325,0.6025978222097838,76.43024149174865,90.37962931547818,1.0413169977268188,5.4031,4.361800000000001,17.227122381477397,-1.3649536085978862,0.2067495070842313,3.6075,3.8989,8.077616077616074,0.613425919523057,0.4345833409690965,Requires Buffer Layer (High Dislocation Risk),1.212,0.642,8.336,2.7934,Tier 2: Competitive Alternative
Ba2Na2U(S2O)2 / Ba2Ca(BO2)6,Ba2Na2U(S2O)2,Ba2Ca(BO2)6,0.6013918010519554,78.43711900758946,0.0221886568812438,0.5902974726113336,0.6124861294925774,71.69741559364893,88.7366386021474,1.5081917121269697,5.0129,3.5047,18.48523195574016,-0.7505421131907752,0.0377493080720176,4.7776,4.1748,12.61721366376422,0.4661063618170098,0.3188308615729949,Requires Buffer Layer (High Dislocation Risk),0.974,0.471,8.944,2.7904,Tier 2: Competitive Alternative
Ba(LuTe2)2 / Ba3Si2(B3O8)2,Ba(LuTe2)2,Ba3Si2(B3O8)2,0.6231098459868589,78.96347664039656,0.0358437478035712,0.6051879720850732,0.6410317198886445,75.38513919076745,88.41295154506744,1.3820169977268193,5.4031,4.021100000000001,17.227122381477397,-1.4141125189550268,0.1335704160553082,3.6075,3.8989,8.077616077616074,0.613425919523057,0.5020839827397553,Requires Buffer Layer (High Dislocation Risk),1.117,0.742,8.336,2.7904,Tier 2: Competitive Alternative
Ba3TaAs3O / Ba2HoCl7,Ba3TaAs3O,Ba2HoCl7,0.6547668426981577,77.2989990549471,0.0289771194353672,0.6402782829804741,0.6692554024158414,71.10353871567617,88.10794970980584,1.3373169977268191,5.4559,4.1186,17.526026148831015,-1.3287489028333344,0.0657504977419511,4.0931,6.0199,47.07434462876549,0.057960249894461,0.4074317303865918,Requires Buffer Layer (High Dislocation Risk),1.144,0.602,8.48,2.7884,Tier 2: Competitive Alternative
Ba4Li(BiO4)3 / Ba2HoCl7,Ba4Li(BiO4)3,Ba2HoCl7,0.590544948082847,82.07139755223885,0.0187537760741232,0.5811680600457854,0.5999218361199086,76.74854127411812,90.53138409237889,0.8215169977268192,5.4559,4.6344,17.526026148831015,-0.6709533468333335,-0.0772052477127568,4.7656,6.0199,26.31987577639751,0.2034464437377747,0.295816847485069,Requires Buffer Layer (High Dislocation Risk),1.287,0.437,8.48,2.788,Tier 2: Competitive Alternative
Ba2MnSe3 / Ba2CaP4(H3O8)2,Ba2MnSe3,Ba2CaP4(H3O8)2,0.6414443004530997,76.24200583998503,0.0305293987162038,0.6261796010949978,0.6567089998112017,69.73638034676183,87.54947388960909,1.322916997726819,5.4657,4.1428,17.581490207109955,-0.7892216057041472,0.1743265424350681,5.7412,3.8994,32.0804013098307,0.1435798030929498,0.3845231042464791,Requires Buffer Layer (High Dislocation Risk),1.151,0.568,8.507,2.786,Tier 2: Competitive Alternative
Ba3UFe2O9 / Ba3Si2(B3O8)2,Ba3UFe2O9,Ba3Si2(B3O8)2,0.6192276169551941,80.30371568915047,0.0222336183909257,0.6081108077597313,0.630344426150657,74.57508159260357,89.68443315364408,1.0506169977268185,5.4031,4.3525,17.227122381477397,-0.2638575747407423,-0.1827685238368753,4.736,3.8989,17.67525337837838,0.3432305742961026,0.4214511731524445,Requires Buffer Layer (High Dislocation Risk),1.209,0.623,8.336,2.7855,Tier 2: Competitive Alternative
Al4InAgSe8 / Ba2CaP4(H3O8)2,Al4InAgSe8,Ba2CaP4(H3O8)2,0.6327944115947985,80.25101979895366,0.0266569093238969,0.61946595693285,0.646122866256747,75.38199414596738,89.51570856071079,1.4118169977268191,5.4657,4.0539000000000005,17.581490207109955,-1.568305538644292,-0.0469424504797849,5.1826,3.8994,24.7597730868676,0.223584408009112,0.4023794790930634,Requires Buffer Layer (High Dislocation Risk),1.126,0.595,8.507,2.7854,Tier 2: Competitive Alternative
AgAuCl4 / B5H12NO12,AgAuCl4,B5H12NO12,0.6013820820000703,80.4436821363029,0.0231696431333567,0.5897972604333919,0.6129669035667487,75.0439697752543,89.65951547338251,1.096016997726819,5.5022,4.4062,17.789162841996657,-1.0576938270833345,0.1884617130407153,5.513,3.6013,34.676219844005075,0.1227124702300971,0.276223003815957,Requires Buffer Layer (High Dislocation Risk),1.224,0.408,8.608,2.7844,Tier 2: Competitive Alternative
Ba2Ge2Se5 / BPH4NO4F,Ba2Ge2Se5,BPH4NO4F,0.6176737780205857,77.91910980431886,0.0333342151480221,0.6010066704465746,0.6343408855945968,73.13827791009994,88.07382047041808,1.5466208727092796,5.822624664282443,4.276,17.78693397585313,-0.5036397223487104,-0.0776426566884938,5.8789,3.6476,37.95437922060249,0.1006365323257359,0.301237699561458,Requires Buffer Layer (High Dislocation Risk),1.188,0.445,8.607,2.7826,Tier 2: Competitive Alternative
Ba4GeP4 / Ba2CaP4(H3O8)2,Ba4GeP4,Ba2CaP4(H3O8)2,0.612402495037776,81.68517659212186,0.0340113699862468,0.5953968100446525,0.6294081800308994,79.62836094331946,89.49407808778774,1.2698169977268188,5.4657,4.1959,17.581490207109955,-1.6445980086343723,0.0075073285826641,3.1943,3.8994,22.073693767022505,0.2630375522162458,0.3620514601284269,Requires Buffer Layer (High Dislocation Risk),1.166,0.535,8.507,2.7803,Tier 2: Competitive Alternative
Ba2FeMoO6 / Ba3Si2(B3O8)2,Ba2FeMoO6,Ba3Si2(B3O8)2,0.6286411135466707,77.95385042218746,0.0368574344792665,0.6102123963070375,0.6470698307863041,73.91226088911499,87.96169881910507,1.1591169977268192,5.4031,4.244,17.227122381477397,-0.6507911577407404,0.167813383600377,4.736,3.8989,17.67525337837838,0.3432305742961026,0.4319309855110385,Requires Buffer Layer (High Dislocation Risk),1.179,0.638,8.336,2.7789,Tier 2: Competitive Alternative
Ba3Ta2Se9 / AlPO4,Ba3Ta2Se9,AlPO4,0.6088772148932817,81.74534702981384,0.0254739308872254,0.596140249449669,0.6216141803368945,77.63055734258838,90.13375316833768,1.5010593186159011,5.6178,4.1167,17.956134524073118,-1.550760607048858,0.0720237083100541,6.2292,4.0145,35.55352212162075,0.1163691179774043,0.2872052305282168,Requires Buffer Layer (High Dislocation Risk),1.144,0.424,8.688,2.7781,Tier 2: Competitive Alternative
Ba2Ni(PO4)2 / Ba2YC2(O2F)3,Ba2Ni(PO4)2,Ba2YC2(O2F)3,0.6289860372144427,78.61940881578506,0.0276750757605116,0.6151484993341869,0.6428235750946986,72.99287764635791,88.72139472463549,1.1930169977268188,5.263999999999999,4.071,16.447548766982095,-0.2771197025824174,0.0905919921395234,4.4076,4.3614,1.0481894908794056,0.938553457316208,0.6489951610068896,Coherent Epitaxy (Low Strain Risk),1.131,0.959,7.958,2.7776,Tier 1: Next-Gen Breakthrough
Al(SeCl)4 / B5H12NO12,Al(SeCl)4,B5H12NO12,0.6187595795784112,78.88277145493105,0.0289515697091258,0.6042837947238483,0.6332353644329741,73.74609739436724,88.72318630820152,1.3592169977268191,5.5022,4.143000000000001,17.789162841996657,-0.8002668490972153,0.2003861935795317,5.328,3.6013,32.40803303303304,0.1407618253917744,0.316208771514356,Requires Buffer Layer (High Dislocation Risk),1.151,0.467,8.608,2.7758,Tier 2: Competitive Alternative
Ba3NbAs3O / Ba2HoCl7,Ba3NbAs3O,Ba2HoCl7,0.6474123621793022,77.10011975686943,0.0293992299830492,0.6327127471877776,0.6621119771708268,70.88791028326357,87.98301201267267,1.323916997726819,5.4559,4.132,17.526026148831015,-1.3533320693750008,0.0964181994191675,4.0931,6.0199,47.07434462876549,0.057960249894461,0.3795202974398202,Requires Buffer Layer (High Dislocation Risk),1.148,0.561,8.48,2.7755,Tier 2: Competitive Alternative
Ba3Zr2S7 / Ba2CaP4(H3O8)2,Ba3Zr2S7,Ba2CaP4(H3O8)2,0.6080239709657208,80.30356230613394,0.0247089174840067,0.5956695122237174,0.6203784297077242,75.12205989527232,89.55403270053401,1.082816997726819,5.4657,4.3829,17.581490207109955,-0.4124488779895303,0.1612859065915261,5.6641,3.8994,31.15587648523155,0.151839607761954,0.3093588985385938,Requires Buffer Layer (High Dislocation Risk),1.217,0.457,8.507,2.7738,Tier 2: Competitive Alternative
Ba4P2O / Ba2DyCl7,Ba4P2O,Ba2DyCl7,0.6647946186820521,74.96266966392807,0.0319909490227413,0.6487991441706814,0.6807900931934228,67.95861221233572,86.92148852277437,1.2965169977268192,5.4194,4.1229000000000005,17.31921624773407,-1.3626146179829928,-0.0968007955565257,3.996,6.0236,50.74074074074074,0.0464297521636123,0.4251743309526602,Requires Buffer Layer (High Dislocation Risk),1.145,0.628,8.38,2.7731,Tier 2: Competitive Alternative
Ba2PuZnO6 / Ba3Si2(B3O8)2,Ba2PuZnO6,Ba3Si2(B3O8)2,0.593628983915023,83.66063770877699,0.0182003026682198,0.584528832580913,0.6027291352491329,79.1142368839823,91.30878918974749,0.9139169977268192,5.4031,4.4892,17.227122381477397,-0.2881899568657422,-0.0695892363895571,4.6953,3.8989,16.961642493557385,0.3583735607396401,0.3650333148935061,Requires Buffer Layer (High Dislocation Risk),1.247,0.539,8.336,2.7715,Tier 2: Competitive Alternative
AgRh(SO4)2 / Ba2HoCl7,AgRh(SO4)2,Ba2HoCl7,0.6342277966680593,78.4477704447113,0.028469688907261,0.6199929522144287,0.6484626411216898,72.8955193776532,88.5976827365996,1.4293169977268192,5.4559,4.0266,17.526026148831015,-1.404378066111113,0.1148363383499726,4.8311,6.0199,24.60723230734201,0.2256573558845285,0.3940137355885507,Requires Buffer Layer (High Dislocation Risk),1.118,0.582,8.48,2.7713,Tier 2: Competitive Alternative
Ba3In2O6 / Ba2YC2(O2F)3,Ba3In2O6,Ba2YC2(O2F)3,0.6563958489906039,75.20006403566815,0.0388609679843755,0.6369653649984162,0.6758263329827917,69.68651776875048,86.79461873855492,1.107916997726819,5.263999999999999,4.1561,16.447548766982095,-0.6931767447943726,-0.0166742859892687,4.7259,4.3614,7.712816606360703,0.6271149607453403,0.6177673336470574,Requires Buffer Layer (High Dislocation Risk),1.154,0.913,7.958,2.7709,Tier 2: Competitive Alternative
Ba2Zr6BCl17 / Ba2CaP4(H3O8)2,Ba2Zr6BCl17,Ba2CaP4(H3O8)2,0.6246742175976698,79.40559772167973,0.0163716648428178,0.6164883851762609,0.6328600500190787,72.08824293361435,89.366231045098,1.3409169977268192,5.4657,4.1248000000000005,17.581490207109955,-0.2370177025888891,0.135133824670287,5.4162,3.8994,28.004874266090617,0.1837287317624892,0.3567914106659548,Requires Buffer Layer (High Dislocation Risk),1.146,0.527,8.507,2.7697,Tier 2: Competitive Alternative
Ba4Li(BiO4)3 / Ba2DyCl7,Ba4Li(BiO4)3,Ba2DyCl7,0.5941889366813271,83.2598678330694,0.0141647000163984,0.5871065866731279,0.6012712866895263,77.6417437602174,91.27058436285624,0.8215169977268192,5.4194,4.5979,17.31921624773407,-0.674294066499999,-0.0857565410296005,4.7656,6.0236,26.39751552795031,0.2024930549754937,0.3142815082029474,Requires Buffer Layer (High Dislocation Risk),1.277,0.464,8.38,2.7685,Tier 2: Competitive Alternative
Ba3Cr2O8 / Ba2DyCl7,Ba3Cr2O8,Ba2DyCl7,0.6525304442859087,75.30433443555907,0.0276547011620917,0.6387030937048628,0.6663577948669546,67.66436448148508,87.22780093662004,1.4032169977268192,5.4194,4.0162,17.31921624773407,-0.2408217567820498,-0.0904337433394751,4.8242,6.0236,24.862153310393428,0.2222038055404,0.4392139830960145,Requires Buffer Layer (High Dislocation Risk),1.116,0.649,8.38,2.7685,Tier 2: Competitive Alternative
