Material_Pair,Core_Formula,Shell_Formula,Master_Consensus_Score,Master_Confidence_Index_%,Score_Delta,DualTree_Score,MultiParadigm_Score,DualTree_Agreement_%,MultiParadigm_Agreement_%,Core_Eg_nano_3nm_eV,Shell_Eg_bulk_eV,Total_Confinement_eV,Dielectric_Contrast_Ratio,Defect_Gradient_eV,Confinement_Asymmetry,Core_a_A,Shell_a_A,Lattice_Mismatch_pct,Strain_Decay_Factor,Synthesizability_Index,Synthesis_Regime
Ba2FeMoO6 / Ba(PO3)2,Ba2FeMoO6,Ba(PO3)2,0.616683041813016,76.47205878940427,0.0150048216767388,0.6091806309746466,0.6241854526513855,67.79272879709377,87.4812471011055,1.1591169977268192,5.4349,4.2758,17.40684437120676,-0.4798484699761882,-0.3163852378502267,4.736,4.3882,7.343749999999989,0.6412750140454173,0.4922938078220046,Requires Buffer Layer (High Dislocation Risk)
Ba(TmTe2)2 / Ba3B6H2O13,Ba(TmTe2)2,Ba3B6H2O13,0.6246329038115266,77.60109117316237,0.0284704548597453,0.610397676381654,0.6388681312413993,71.55674303839818,88.1936043624305,1.039516997726819,5.0891,4.0496,15.483711135885049,-1.1269496406994026,-0.2602232319241406,3.626,3.942,8.714837286265865,0.5902272446469271,0.4920608764466883,Requires Buffer Layer (High Dislocation Risk)
Ag2PHO4 / Ba2B11H7O22,Ag2PHO4,Ba2B11H7O22,0.6084376645023658,78.51975269873041,0.0270429377889349,0.5949161956078983,0.6219591333968333,72.78040297807974,88.6239503040531,1.5818709676048333,5.6652,4.0833,16.065975906622555,-0.9971200549677576,0.2041730952905738,3.9451,3.737,5.274897974702795,0.7267800968476947,0.4918943347312512,Requires Buffer Layer (High Dislocation Risk)
Ba3UAgS6 / AcCl3,Ba3UAgS6,AcCl3,0.6110226671124676,80.43293495112813,0.0261680436899793,0.5979386452674779,0.6241066889574572,75.64866367629764,89.53986691146265,0.8985169977268191,5.0865,4.188,15.469499303872531,-1.037108659564395,-0.1897325692454632,5.6475,6.0587,7.281097830898628,0.6437103515221905,0.4917852195483181,Requires Buffer Layer (High Dislocation Risk)
Ba(TbTe2)2 / Ba3B6H2O13,Ba(TbTe2)2,Ba3B6H2O13,0.6264880169611031,77.34628860843283,0.030055088315969,0.6114604728031187,0.6415155611190877,71.46144925558455,88.02449201121006,1.0413169977268188,5.0891,4.0478000000000005,15.483711135885049,-1.0955007312946456,-0.2187361035624289,3.6075,3.942,9.27234927234928,0.5706511903802212,0.489738221228849,Requires Buffer Layer (High Dislocation Risk)
Ba2InSbSe5 / AcCl3,Ba2InSbSe5,AcCl3,0.5885886854135839,84.33808245915907,0.0159550532398893,0.5806111587936392,0.5965662120335286,79.67038527747903,91.74065186434152,1.0234169977268193,5.0865,4.0631,15.469499303872531,-1.510046638582176,0.0935000369176244,5.8583,6.0587,3.4207876004984406,0.8130540822369354,0.48798676591478574,Semi-Coherent (Moderate Strain Risk)
Ba2YCoO5 / Ba3Tb(BO2)9,Ba2YCoO5,Ba3Tb(BO2)9,0.626843670437321,77.89399559468931,0.0295751668200004,0.6120560870273208,0.6416312538473213,72.30526596567617,88.23060024755195,1.0272169977268188,5.1728,4.1456,15.94269133886722,-0.3224613029659489,-0.1584812813585488,4.7072,4.2127,10.505183548606398,0.5296368983418506,0.48728547329609767,Requires Buffer Layer (High Dislocation Risk)
Ba3Cr2O8 / Ba3Tm(BO2)9,Ba3Cr2O8,Ba3Tm(BO2)9,0.6428650891979836,75.60810225718625,0.0356187942491958,0.6250556920733856,0.6606744863225815,69.77214389438564,87.02913304116544,1.4032169977268192,5.2676,3.8644,16.467591779378182,-0.5088319317928041,0.1199668771348722,4.8242,4.2233,12.455951245802417,0.4706761267974472,0.48659864250716356,Requires Buffer Layer (High Dislocation Risk)
AgHgSI / BHS3O11,AgHgSI,BHS3O11,0.595649098188361,81.48218286487482,0.02359058419072,0.583853806093001,0.607444390283721,76.83150582054358,90.07016789455416,1.621961699807579,5.696299999999999,4.074400000000001,15.281553275692572,-1.3576760963281238,-0.0454054584724131,5.3095,5.0968,4.0060269328562,0.7847699751412504,0.4852572891768203,Semi-Coherent (Moderate Strain Risk)
Ba4P2O / Ba3Tm(BO2)9,Ba4P2O,Ba3Tm(BO2)9,0.6044443818958027,82.03413064401862,0.0219837638679264,0.5934524999618396,0.615436263829766,77.35914674371844,90.39702664753912,1.2965169977268192,5.2676,3.9711,16.467591779378182,-1.630624792993747,0.1077031552970209,3.996,4.2233,5.68818818818819,0.7088329559301336,0.48489415111289014,Requires Buffer Layer (High Dislocation Risk)
Ba2SiTe4 / Ba2CaP4(H3O8)2,Ba2SiTe4,Ba2CaP4(H3O8)2,0.6442432134416332,73.25035223901834,0.0360372536793011,0.6262245866019825,0.6622618402812837,66.0026300696714,85.97492823038519,1.3583169977268197,5.4657,4.1074,17.581490207109955,-1.2589667310550052,-0.2890392949311,3.4357,3.8994,13.496521815059515,0.44195837753514056,0.4846925504989721,Requires Buffer Layer (High Dislocation Risk)
Ba3NaRuO6 / Ba2P2O7,Ba3NaRuO6,Ba2P2O7,0.5952450512149979,83.70027052443893,0.0104611791812738,0.590014461624361,0.6004756408056349,77.59172183641077,91.57853962980816,0.7866169977268193,5.1483,4.3617,15.807777426493834,-0.7776909148096713,0.0128161038127336,4.7595,4.4602,6.288475680218504,0.6835518414526293,0.4840559600092055,Requires Buffer Layer (High Dislocation Risk)
Ba(YTe2)2 / Ba3Si2(B3O8)2,Ba(YTe2)2,Ba3Si2(B3O8)2,0.5976655235770386,83.38745568688023,0.0190827066213115,0.5881241702663829,0.6072068768876944,78.87280560281648,91.1465349669864,1.061316997726819,5.4031,4.3418,17.227122381477397,-1.3641388637169312,0.1854069740660555,3.6538,3.8989,6.708084733701897,0.6664173677702117,0.48290682597447654,Requires Buffer Layer (High Dislocation Risk)
Ba2Mn(AsO4)2 / Ba3Tb(BO2)9,Ba2Mn(AsO4)2,Ba3Tb(BO2)9,0.6298010753204337,74.83653604071203,0.0277439517476959,0.6159290994465857,0.6436730511942816,66.99608429165266,86.94800517991354,1.498186441755564,5.1728,3.6746,15.58662727050496,-0.673590221372963,-0.2471561530506721,4.5418,4.2127,7.246025804747025,0.6450776633197413,0.4827172429173528,Requires Buffer Layer (High Dislocation Risk)
Ba4P2O / Ba3Tb(BO2)9,Ba4P2O,Ba3Tb(BO2)9,0.6057455281269372,81.36170405852842,0.0229673828136207,0.5942618367201268,0.6172292195337475,76.43205098359424,90.1165424355911,1.2965169977268192,5.1728,3.8763,15.94269133886722,-1.6233182343378318,0.0642623119985553,3.996,4.2127,5.42292292292292,0.7203004683752151,0.4817843525746343,Requires Buffer Layer (High Dislocation Risk)
Ba4GeAs4 / Al2H16S3O20,Ba4GeAs4,Al2H16S3O20,0.6112786717328879,79.24348350230943,0.0307880571991161,0.5958846431333298,0.6266727003324459,74.7350249707246,88.78645057632058,1.078816997726819,5.6055,4.5267,18.38077615890793,-0.7630398030691051,-0.1779000154638036,3.9672,4.348,9.598709417221208,0.559494310746615,0.48045076997061775,Requires Buffer Layer (High Dislocation Risk)
Ba2Zr6BCl17 / Ba2P2O7,Ba2Zr6BCl17,Ba2P2O7,0.6588183486652956,73.59541542826851,0.0455973165464561,0.6360196903920675,0.6816170069385237,68.5883293711031,85.63465575706228,1.3409169977268192,5.1483,3.8074,15.807777426493834,-0.8982767017503321,0.011608972001891,5.4162,4.4602,17.650751449355628,0.3437397451676137,0.48012387496512154,Requires Buffer Layer (High Dislocation Risk)
Ba3Zr6BeCl18 / AcCl3,Ba3Zr6BeCl18,AcCl3,0.6377835286042138,75.1868723308821,0.0388490029839949,0.6183590271122164,0.6572080300962113,69.77862783997247,86.67311088642471,1.2822169977268187,5.0865,3.8043,15.469499303872531,-0.6537241006249999,0.0479194595589202,5.4707,6.0587,10.748167510556238,0.5219079047280969,0.4790985243164841,Requires Buffer Layer (High Dislocation Risk)
Ba(HoTe2)2 / Ba3Si2(B3O8)2,Ba(HoTe2)2,Ba3Si2(B3O8)2,0.5957096870218204,83.54754180832853,0.0188533467295514,0.5862830136570446,0.605136360386596,79.033488694532,91.27243148537208,1.0404169977268192,5.4031,4.3627,17.227122381477397,-1.3810431087169304,0.193985376028606,3.6538,3.8989,6.708084733701897,0.6664173677702117,0.4783555817654065,Requires Buffer Layer (High Dislocation Risk)
Ba3SrEr2(MoO6)2 / Ba(PO3)2,Ba3SrEr2(MoO6)2,Ba(PO3)2,0.5850047415444961,81.28963366765502,0.0237768488573925,0.5731163171157998,0.5968931659731923,76.56253255288013,89.97650838772991,1.2443169977268191,5.4349,4.1906,17.40684437120676,0.1062084555238116,-0.2368634563069727,4.5112,4.3882,2.7265472601524947,0.8479309196043465,0.47733976477602025,Semi-Coherent (Moderate Strain Risk)
Ba(ErTe2)2 / Ba3B6H2O13,Ba(ErTe2)2,Ba3B6H2O13,0.6230013013809415,77.20658246580705,0.0294001136418489,0.608301244560017,0.6377013582018659,71.11782002139628,87.97262198452383,1.0403169977268183,5.0891,4.0488,15.483711135885049,-1.1146175664136926,-0.2524204702627939,3.6075,3.942,9.27234927234928,0.5706511903802212,0.47575778851729084,Requires Buffer Layer (High Dislocation Risk)
Ba2Na2U(S2O)2 / Ba2DyCl7,Ba2Na2U(S2O)2,Ba2DyCl7,0.6695598001447722,73.3319853731041,0.0396854960884472,0.6497170521005485,0.6894025481889958,66.77289102453724,85.95204455523016,1.5081917121269697,5.4194,3.9112,16.662390744610835,-0.506995864643156,-0.0958273675598281,4.7776,6.0236,26.080040187541876,0.20641998338279155,0.4752139569160244,Requires Buffer Layer (High Dislocation Risk)
Ba4Li(BiO4)3 / Ba2P2O7,Ba4Li(BiO4)3,Ba2P2O7,0.5943837560119973,83.23245991347808,0.0163148172889217,0.5862263473675364,0.6025411646564581,78.07656918558929,91.14923877887728,0.8215169977268192,5.1483,4.3268,15.807777426493834,-1.0269848833593065,0.089581214754553,4.7656,4.4602,6.4084270606009675,0.6786092218740493,0.4728994541454939,Requires Buffer Layer (High Dislocation Risk)
Ba3Zr6BeCl18 / Al2Pb3F12,Ba3Zr6BeCl18,Al2Pb3F12,0.6629967348921785,72.89529228792736,0.047619666056637,0.63918690186386,0.686806567920497,67.7690479391436,85.3111652695898,1.2822169977268187,5.2252,3.943,16.232185176768496,-0.9587388536764708,0.0881055034237889,5.4707,4.2594,22.14159065567477,0.2619592727906086,0.47118578280868356,Requires Buffer Layer (High Dislocation Risk)
Ba2YCoO5 / Ba(PO3)2,Ba2YCoO5,Ba(PO3)2,0.594026972501296,82.8538229529816,0.0158581976050624,0.5860978736987648,0.6019560713038272,77.33512928798618,91.04268527360328,1.0272169977268188,5.4349,4.4077,17.40684437120676,-0.1722971624206324,0.1142772874741929,4.7072,4.3882,6.776852481305233,0.6636505321087834,0.46992795557296074,Requires Buffer Layer (High Dislocation Risk)
Ba2SmMoO6 / Ba(PO3)2,Ba2SmMoO6,Ba(PO3)2,0.6020124056472358,81.02272906537583,0.017742577422579,0.5931411169359463,0.6108836943585253,74.84843784393497,90.12405755910112,1.1639169977268191,5.4349,4.271,17.40684437120676,0.0370181465238115,-0.1805666120346523,4.736,4.3882,7.343749999999989,0.6412750140454173,0.46780184934996355,Requires Buffer Layer (High Dislocation Risk)
Ba2Zr6BCl17 / Ba3Tb(BO2)9,Ba2Zr6BCl17,Ba3Tb(BO2)9,0.6639984552509464,72.95461950642598,0.0439731421669036,0.6420118841674946,0.6859850263343982,67.12776025666376,85.4926790305397,1.3409169977268192,5.1728,3.8319,15.94269133886722,-0.806289501245864,-0.0233565594091704,5.4162,4.2127,22.22037590930911,0.26071361294393586,0.46579812495094525,Requires Buffer Layer (High Dislocation Risk)
Ba(SmTe2)2 / Ba2CaP4(H3O8)2,Ba(SmTe2)2,Ba2CaP4(H3O8)2,0.6093813414986525,76.47496916686691,0.0094528675782974,0.6046549077095038,0.6141077752878012,67.8557238721134,86.55382750359936,1.051116997726819,5.4657,4.4146,17.581490207109955,-0.7667029978407189,-0.3034929551941286,3.6075,3.8994,8.091476091476094,0.6129117585724162,0.46547699680921106,Requires Buffer Layer (High Dislocation Risk)
Ba2Tl2O5 / Ba2CaP4(H3O8)2,Ba2Tl2O5,Ba2CaP4(H3O8)2,0.6297723221544798,79.23896141564418,0.0237796102754419,0.6178825170167588,0.6416621272922007,73.18984649979875,89.14841696958355,1.0156169977268188,5.4657,4.4501,17.581490207109955,-0.5971026260682337,0.015303026898272,4.7113,3.8994,17.233035467917553,0.35253737083040576,0.4653350149148029,Requires Buffer Layer (High Dislocation Risk)
Ba(TmTe2)2 / Ba3Si2(B3O8)2,Ba(TmTe2)2,Ba3Si2(B3O8)2,0.5979068048565233,82.13230432152443,0.0181176697559167,0.5888479699785648,0.6069656397344816,76.65613798581812,90.63947736782085,1.039516997726819,5.4031,4.3636,17.227122381477397,-1.3964025180026431,0.1680722339352828,3.626,3.8989,7.52619966905681,0.6342354127506101,0.4648476847791041,Requires Buffer Layer (High Dislocation Risk)
Ba(DyTe2)2 / Ba3Si2(B3O8)2,Ba(DyTe2)2,Ba3Si2(B3O8)2,0.5928652705152553,82.52690638316444,0.0182811063837887,0.583724717323361,0.6020058237071497,77.312313670104,90.81505337928098,1.041616997726819,5.4031,4.3615,17.227122381477397,-1.3730556518121708,0.1971569414192365,3.663,3.8989,6.4400764400764405,0.6773110726834647,0.464722055258968,Requires Buffer Layer (High Dislocation Risk)
Ba2Zr6BCl17 / Ba2YC2(O2F)3,Ba2Zr6BCl17,Ba2YC2(O2F)3,0.6557205077569714,73.43845150171087,0.0418584127592533,0.6347913013773447,0.6766497141365981,67.49150748032218,85.80201923778785,1.3409169977268192,5.263999999999999,3.9231,16.447548766982095,-0.8702404223672167,0.148275598378833,5.4162,4.3614,19.474908607510805,0.3078224969462106,0.46327179230623333,Requires Buffer Layer (High Dislocation Risk)
Ba(GdTe2)2 / Ba(PO3)2,Ba(GdTe2)2,Ba(PO3)2,0.6356598470956742,78.01077945309416,0.0282484665302469,0.6215356138305508,0.6497840803607977,72.11724543392704,88.4398039067568,1.013858253812388,5.4349,4.4211,17.40684437120676,-1.1714838948809485,-0.1792087941914908,3.6815,4.3882,19.19597989949749,0.3130611362854089,0.4617712752849491,Requires Buffer Layer (High Dislocation Risk)
Ba4Sb2O / Ba3Tb(BO2)9,Ba4Sb2O,Ba3Tb(BO2)9,0.5889440297660373,84.66311724480617,0.0242176652015616,0.5768351971652564,0.6010528623668181,82.0949033588498,91.43379095245793,0.8908169977268193,5.1728,4.282,15.94269133886722,-1.534758310664362,-0.1085474077533863,4.4929,4.2127,6.2365064880144185,0.6857044036940155,0.4612336457435282,Requires Buffer Layer (High Dislocation Risk)
Ag3AsSe3 / Ba(ClO4)2,Ag3AsSe3,Ba(ClO4)2,0.6101061345813612,79.30883910468074,0.0417437760383723,0.589234246562175,0.6309780226005474,78.05884077840275,87.46857688198402,1.146016997726819,5.4454,4.2994,14.536388917989578,-0.8083313330215105,0.0335860817788528,4.9369,5.402,9.420891652656536,0.5655458290948907,0.46018816996901846,Requires Buffer Layer (High Dislocation Risk)
Ba2Na2U(S2O)2 / Ba3Tm(BO2)9,Ba2Na2U(S2O)2,Ba3Tm(BO2)9,0.633434491673271,76.49683944762135,0.0311412047881191,0.6178638892792114,0.6490050940673305,70.29474239471524,87.61648228667327,1.5081917121269697,5.2676,3.7594,15.843063850342524,-0.7750060396539102,0.1202319519072192,4.7776,4.2233,11.60205961152042,0.49563049160302314,0.45806738296248434,Requires Buffer Layer (High Dislocation Risk)
Ba3Cr2O8 / Ba3Tb(BO2)9,Ba3Cr2O8,Ba3Tb(BO2)9,0.6376728151542712,75.59684940763205,0.0331031565217498,0.6211212368933963,0.6542243934151462,69.2392532798228,87.13078746968465,1.4032169977268192,5.1728,3.7696,15.94269133886722,-0.5015253731368889,0.0756048387096774,4.8242,4.2127,12.675676796152738,0.46446064670072235,0.4568938960318978,Requires Buffer Layer (High Dislocation Risk)
Ba2Ni(PO4)2 / AlPO4,Ba2Ni(PO4)2,AlPO4,0.60100664819929,81.31616744741861,0.0163313963304737,0.5928409500340531,0.6091723463645269,75.04098898722876,90.2914555862236,1.1930169977268188,5.6178,4.424799999999999,18.45154623957488,-0.2092177659355902,0.0108931477128909,4.4076,4.0145,8.918685906162093,0.5829927681099074,0.45653849632824406,Requires Buffer Layer (High Dislocation Risk)
Ba2InCuO4 / Ba3B6H2O13,Ba2InCuO4,Ba3B6H2O13,0.6408002878459611,75.30327345713685,0.0314539532153813,0.6250733112382704,0.6565272644536517,68.52976067302885,86.96779921507112,1.3662169977268188,5.0891,3.7229,15.483711135885049,-0.6571995676041675,0.0126514276504875,4.5464,3.942,13.294034840753124,0.44740587084840605,0.4563722745873485,Requires Buffer Layer (High Dislocation Risk)
Ba2Mn3(SeO3)6 / AlH10SO9F,Ba2Mn3(SeO3)6,AlH10SO9F,0.5946859826900442,82.84661571283353,0.0211468634019298,0.5841125509890793,0.6052594143910092,78.41835082295219,90.85446981847858,1.241516997726819,5.459199999999999,4.217700000000001,17.544680452886684,0.112870908489927,-0.1254475187898618,4.477,4.1709,6.837167746258671,0.6612332356477099,0.4559008275718812,Requires Buffer Layer (High Dislocation Risk)
Ba2GdMoO6 / Ba(PO3)2,Ba2GdMoO6,Ba(PO3)2,0.600039831802532,81.30931372535721,0.021664888335895,0.5892073876345844,0.6108722759704794,76.10377271831004,90.1159872718096,1.1637169977268191,5.4349,4.2712,17.40684437120676,0.0596219440238106,-0.1616875819441843,4.7656,4.3882,7.919254658385087,0.6193313152043743,0.4540505353058679,Requires Buffer Layer (High Dislocation Risk)
Ba(GdTe2)2 / Al2Pb3F12,Ba(GdTe2)2,Al2Pb3F12,0.6273568946251433,79.68921699701559,0.0261244036059734,0.6142946928221567,0.6404190964281301,74.38571305230978,89.26807864774146,1.013858253812388,5.2252,4.211399999999999,16.232185176768496,-1.4361884005812309,-0.1267511991261813,3.6815,4.2594,15.697405948662233,0.38685974800494066,0.45279667202023677,Requires Buffer Layer (High Dislocation Risk)
Ba3UFe2O9 / Ba2Nd2Si4O13,Ba3UFe2O9,Ba2Nd2Si4O13,0.617805260675298,78.58677557960492,0.037335385042318,0.5991375681541389,0.6364729531964569,75.1406692173908,88.12860308895554,1.0506169977268185,5.046200000000001,3.9956,15.250101667344447,-0.6245637559047634,-0.1550705776353989,4.736,4.2638,9.970439189189188,0.547051915834486,0.4523565005189301,Requires Buffer Layer (High Dislocation Risk)
Ba(SmTe2)2 / Ba(PO3)2,Ba(SmTe2)2,Ba(PO3)2,0.6393503902010419,77.33648811380272,0.0283976667567158,0.625151556822684,0.6535492235793998,71.06488641173289,88.12881962980676,1.051116997726819,5.4349,4.3838,17.40684437120676,-1.1858106559523771,-0.1884210046078745,3.6075,4.3882,21.641025641025653,0.2700138429043127,0.4516970233195438,Requires Buffer Layer (High Dislocation Risk)
AcFeO3 / Al2SiO5,AcFeO3,Al2SiO5,0.6287694413136282,77.20866938714065,0.0303377397818996,0.6136005714226784,0.6439383112045781,71.3132349460814,87.93534583249726,1.263816997726819,5.4454,4.1816,17.46643533343425,-0.6053303979374993,0.2132198201645303,4.5658,3.9128,14.301984318191781,0.42093786248074005,0.45164215914238814,Requires Buffer Layer (High Dislocation Risk)
Ba3SrEr2(MoO6)2 / Ba3B6O11F2,Ba3SrEr2(MoO6)2,Ba3B6O11F2,0.6222684247423118,78.55428232164753,0.0340137005234826,0.6052615744805705,0.6392752750040531,74.2866656358021,88.35390672887284,1.2443169977268191,5.252710526336427,4.0084,16.384847293223228,-0.1201847210454536,-0.1372118551042809,4.5112,3.991,11.531299875864507,0.4977568160101989,0.45129958579867785,Requires Buffer Layer (High Dislocation Risk)
Ba2Mn(AsO4)2 / Ba2CaP4(H3O8)2,Ba2Mn(AsO4)2,Ba2CaP4(H3O8)2,0.6313135917827306,77.89115796382247,0.0334045123227595,0.6146113356213508,0.6480158479441104,73.09298076835815,88.0730063624061,1.498186441755564,5.4657,3.9675,17.18882520482436,-0.1043184227159881,-0.06586011342155,4.5418,3.8994,14.14417191421904,0.4249760771034993,0.44988214253556386,Requires Buffer Layer (High Dislocation Risk)
Ba(ErTe2)2 / Ba3Si2(B3O8)2,Ba(ErTe2)2,Ba3Si2(B3O8)2,0.5949543885464681,82.65104924909531,0.018307620303537,0.5858005783946996,0.6041081986982366,77.50549679419744,90.8793271251872,1.0403169977268183,5.4031,4.3628,17.227122381477397,-1.384070443716933,0.1753919501237737,3.6075,3.8989,8.077616077616074,0.613425919523057,0.4493445325825885,Requires Buffer Layer (High Dislocation Risk)
Ba3Zr6BeCl18 / Ba2P2O7,Ba3Zr6BeCl18,Ba2P2O7,0.651014442461113,73.23588073706387,0.0427797562064287,0.6296245643578986,0.6724043205643273,67.30404644342451,85.71378035643892,1.2822169977268187,5.1483,3.8661,15.807777426493834,-0.9361856890259732,-0.2426476293939629,5.4707,4.4602,18.471128009212705,0.3270954533024887,0.4468303790748267,Requires Buffer Layer (High Dislocation Risk)
Ba2Na2U(S2O)2 / Ba2HoCl7,Ba2Na2U(S2O)2,Ba2HoCl7,0.6593195179382665,74.06848217949043,0.0445161087893486,0.6370614635435922,0.6815775723329408,69.08261745397274,85.95606579508033,1.5081917121269697,5.4559,3.9477,16.861357449145313,-0.5036551449764906,-0.0856954682473338,4.7776,6.0199,26.00259544541193,0.20738941431268415,0.44509300247107936,Requires Buffer Layer (High Dislocation Risk)
Ba3Cr2O8 / Ba2HoCl7,Ba3Cr2O8,Ba2HoCl7,0.651787966873019,75.8466424674369,0.0244890807305424,0.6395434265077478,0.6640325072382902,67.93548684437924,87.56588370765327,1.4032169977268192,5.4559,4.0527,17.526026148831015,-0.2374810371153843,-0.0806129247168555,4.8242,6.0199,24.785456656025858,0.2232372598289385,0.44350026121116004,Requires Buffer Layer (High Dislocation Risk)
Ag2P2PdO7 / Ba2B11H7O22,Ag2P2PdO7,Ba2B11H7O22,0.5994105446834552,79.57928614796786,0.0215939712139046,0.5886135590765029,0.6102075302904075,73.36662238819298,89.30466909332331,1.4222169977268189,5.6652,4.243,18.725422882466763,-0.7847948154861102,0.2001414093801555,4.0423,3.737,7.552630927937064,0.633222022974553,0.44282992572579927,Requires Buffer Layer (High Dislocation Risk)
Ba3NaRuO6 / Ba3Tm(BO2)9,Ba3NaRuO6,Ba3Tm(BO2)9,0.600738058557632,82.93322967552677,0.0120827009724469,0.5946967080714085,0.6067794090438554,76.76187364935511,91.13321181409675,0.7866169977268193,5.2676,4.481,16.467591779378182,-0.6930102729611183,0.0224949787993751,4.7595,4.2233,11.265889274083413,0.5058139823586264,0.4419432683576801,Requires Buffer Layer (High Dislocation Risk)
Ba21(Cd2Sb9)2 / Ba2CaP4(H3O8)2,Ba21(Cd2Sb9)2,Ba2CaP4(H3O8)2,0.5976398127367972,83.1929282543138,0.0210108638111959,0.5871343808311992,0.6081452446423952,78.92577059311262,91.03102500154154,0.986816997726819,5.4657,4.4789,17.581490207109955,-1.5060553746319727,-0.187970260555047,4.3591,3.8994,10.545754857654098,0.528338464769755,0.44042283027565904,Requires Buffer Layer (High Dislocation Risk)
Ag2PHO4 / Al(PO3)3,Ag2PHO4,Al(PO3)3,0.5864250294792454,78.28746070773288,0.024808429665567,0.5740208146464618,0.5988292443120289,72.1225353390168,88.43558080812116,1.5818709676048333,5.8176,4.2357000000000005,16.827251212719496,-1.2677115481553365,0.2215218263805274,3.9451,3.7814,4.1494512179665906,0.7779898519250299,0.4394014378552735,Semi-Coherent (Moderate Strain Risk)
Ba3Cr2O8 / Ba2DyCl7,Ba3Cr2O8,Ba2DyCl7,0.6525304442859087,75.30433443555907,0.0276547011620917,0.6387030937048628,0.6663577948669546,67.66436448148508,87.22780093662004,1.4032169977268192,5.4194,4.0162,17.31921624773407,-0.2408217567820498,-0.0904337433394751,4.8242,6.0236,24.862153310393428,0.22220380554040003,0.4392139830960145,Requires Buffer Layer (High Dislocation Risk)
Ba2SmMoO6 / Ba3B6O11F2,Ba2SmMoO6,Ba3B6O11F2,0.6306100206471333,77.3935147581987,0.029540407534065,0.6158398168801008,0.6453802244141659,71.45204875669957,88.04663693621426,1.1639169977268191,5.252710526336427,4.0888,16.384847293223228,-0.1893750300454537,-0.0803658775190764,4.736,3.991,15.730574324324317,0.3860842200642469,0.43903852902310003,Requires Buffer Layer (High Dislocation Risk)
Ba2YCoO5 / Al2Pb3F12,Ba2YCoO5,Al2Pb3F12,0.6034041434430579,81.25404985386673,0.0258105411482753,0.5904988728689202,0.6163094140171955,76.88837214933653,89.92527814337085,1.0272169977268188,5.2252,4.198,16.232185176768496,-0.4370016681209145,0.1815626488804193,4.7072,4.2594,9.513086335825967,0.5624001210106149,0.43878199378475763,Requires Buffer Layer (High Dislocation Risk)
Ba3Zr2S7 / Ba3Tm(BO2)9,Ba3Zr2S7,Ba3Tm(BO2)9,0.6456880554657761,77.20668642045517,0.0323843311158997,0.6294958899078262,0.661880221023726,71.67598172231446,87.90532499524531,1.082816997726819,5.2676,4.1848,16.467591779378182,-0.9890272353024204,0.0570158669470464,5.6641,4.2233,25.43740400063559,0.21460354237716114,0.43738486947045147,Requires Buffer Layer (High Dislocation Risk)
Ba2GdMoO6 / Ba3B6O11F2,Ba2GdMoO6,Ba3B6O11F2,0.6293132145948019,78.38922641181256,0.0318360202569065,0.6133952044663487,0.6452312247232552,73.54325107067592,88.39052885080699,1.1637169977268191,5.252710526336427,4.089,16.384847293223228,-0.1667712325454546,-0.0606505258009292,4.7656,3.991,16.25398690616082,0.3740498477022047,0.4364188556069703,Requires Buffer Layer (High Dislocation Risk)
Ba2Na2U(S2O)2 / AlPO4,Ba2Na2U(S2O)2,AlPO4,0.6300206507074906,77.17578359011351,0.0348836100585969,0.6125788456781921,0.6474624557367891,72.19675289977127,87.73376821550939,1.5081917121269697,5.6178,4.1096,17.75177749895441,-0.7637484654725206,0.151839595094413,4.7776,4.0145,15.9724547890154,0.38047549162189737,0.43491470637158175,Requires Buffer Layer (High Dislocation Risk)
Ba(TbTe2)2 / Ba3Si2(B3O8)2,Ba(TbTe2)2,Ba3Si2(B3O8)2,0.5926834960000081,81.75112792942005,0.0198286524195512,0.5827691697902325,0.6025978222097838,76.43024149174865,90.37962931547818,1.0413169977268188,5.4031,4.361800000000001,17.227122381477397,-1.3649536085978862,0.2067495070842313,3.6075,3.8989,8.077616077616074,0.613425919523057,0.43458334096909657,Requires Buffer Layer (High Dislocation Risk)
Ba2InBiSe5 / Ba2CaP4(H3O8)2,Ba2InBiSe5,Ba2CaP4(H3O8)2,0.6573151311712501,75.70572002251772,0.0326111574946235,0.6410095524239383,0.6736207099185618,69.2409891243881,87.27460563159953,1.316416997726819,5.4657,4.1493,17.581490207109955,-1.0917260000439286,0.0944014653074012,5.9323,3.8994,34.26832763009288,0.12577837848565424,0.4343240909862366,Requires Buffer Layer (High Dislocation Risk)
AgHg2AsO4 / B5H12NO12,AgHg2AsO4,B5H12NO12,0.6105709380566788,79.65177093120477,0.0314373791636429,0.5948522484748573,0.6262896276385003,75.5561084217847,88.91807056816063,0.9995169977268192,5.5022,4.5027,17.789162841996657,-0.777731739340277,-0.2038554644990783,4.1625,3.6013,13.48228228228227,0.4423392850745175,0.4342612578002978,Requires Buffer Layer (High Dislocation Risk)
Ba3Zr6BeCl18 / Ba2CaP4(H3O8)2,Ba3Zr6BeCl18,Ba2CaP4(H3O8)2,0.6498149517150371,76.41954076541019,0.0318093896413637,0.6339102568943552,0.6657196465357189,70.25665715853249,87.60387143532145,1.2822169977268187,5.4657,4.1835,17.581490207109955,-0.2749266898645301,-0.1015656746743157,5.4707,3.8994,28.722101376423492,0.17592682573377338,0.4327800537477313,Requires Buffer Layer (High Dislocation Risk)
