Material_Pair,Design_Thickness_nm,Design_Trap_Depth_eV,Voltage_Applied_V,Voltage_Effective_V,J_OFF_A_m2,J_ON_A_m2,I_OFF_A,I_ON_A
Candidate_0,6.0,0.3,-0.65,-0.65,-1.3001068004895454e-06,-20347.79092249789,-1.3001068004895455e-20,-2.0347790922497892e-10
Candidate_0,6.0,0.3,-0.6,-0.6,-9.277185542553381e-07,-12721.27381973582,-9.277185542553381e-21,-1.272127381973582e-10
Candidate_0,6.0,0.3,-0.55,-0.55,-6.636883657699504e-07,-7767.957279297596,-6.6368836576995045e-21,-7.767957279297597e-11
Candidate_0,6.0,0.3,-0.5,-0.5,-4.758843075920819e-07,-4615.933898205262,-4.7588430759208194e-21,-4.615933898205262e-11
Candidate_0,6.0,0.3,-0.45,-0.45,-3.4184527125170707e-07,-2656.8055384300883,-3.418452712517071e-21,-2.656805538430088e-11
Candidate_0,6.0,0.3,-0.4,-0.4,-2.4581393806322026e-07,-1472.1243956555732,-2.4581393806322025e-21,-1.472124395655573e-11
Candidate_0,6.0,0.3,-0.35,-0.35,-1.7669249811422815e-07,-778.7655435458081,-1.7669249811422814e-21,-7.787655435458081e-12
Candidate_0,6.0,0.3,-0.3,-0.3,-1.2662838837516785e-07,-388.74128424511446,-1.2662838837516785e-21,-3.887412842451145e-12
Candidate_0,6.0,0.3,-0.25,-0.25,-9.00312825769764e-08,-179.94939524823346,-9.00312825769764e-22,-1.7994939524823346e-12
Candidate_0,6.0,0.3,-0.2,-0.2,-6.288571946106041e-08,-75.13085886100174,-6.288571946106041e-22,-7.513085886100174e-13
Candidate_0,6.0,0.3,-0.15,-0.15,-4.226629326570559e-08,-26.93495268766313,-4.2266293265705588e-22,-2.693495268766313e-13
Candidate_0,6.0,0.3,-0.1,-0.1,-2.599098884602782e-08,-7.481308140167681,-2.599098884602782e-22,-7.481308140167681e-14
Candidate_0,6.0,0.3,-0.05,-0.05,-1.2367483228678288e-08,-1.1950868555091312,-1.2367483228678287e-22,-1.1950868555091312e-14
Candidate_0,6.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Candidate_0,6.0,0.3,0.05,0.05,1.2367483228678278e-08,1.195086855509159,1.2367483228678278e-22,1.195086855509159e-14
Candidate_0,6.0,0.3,0.1,0.1,2.5990988846027807e-08,7.48130814016778,2.5990988846027806e-22,7.481308140167779e-14
Candidate_0,6.0,0.3,0.15,0.15,4.2266293265705924e-08,26.934952687663404,4.2266293265705926e-22,2.6934952687663404e-13
Candidate_0,6.0,0.3,0.2,0.2,6.288571946106093e-08,75.13085886100242,6.288571946106093e-22,7.513085886100242e-13
Candidate_0,6.0,0.3,0.25,0.25,9.00312825769764e-08,179.94939524823346,9.00312825769764e-22,1.7994939524823346e-12
Candidate_0,6.0,0.3,0.3,0.3,1.266283883751688e-07,388.7412842451171,1.266283883751688e-21,3.887412842451171e-12
Candidate_0,6.0,0.3,0.35,0.35,1.7669249811422815e-07,778.7655435458139,1.7669249811422814e-21,7.787655435458139e-12
Candidate_0,6.0,0.3,0.4,0.4,2.4581393806322195e-07,1472.1243956555813,2.4581393806322194e-21,1.4721243956555815e-11
Candidate_0,6.0,0.3,0.45,0.45,3.4184527125170707e-07,2656.805538430103,3.418452712517071e-21,2.656805538430103e-11
Candidate_0,6.0,0.3,0.5,0.5,4.758843075920819e-07,4615.933898205262,4.7588430759208194e-21,4.615933898205262e-11
Candidate_0,6.0,0.3,0.55,0.55,6.636883657699503e-07,7767.957279297626,6.636883657699503e-21,7.767957279297626e-11
Candidate_0,6.0,0.3,0.6,0.6,9.27718554255338e-07,12721.273819735869,9.27718554255338e-21,1.2721273819735869e-10
Candidate_0,6.0,0.3,0.65,0.65,1.3001068004895543e-06,20347.790922497985,1.3001068004895543e-20,2.0347790922497985e-10
Candidate_0,6.0,0.3,0.7,0.7,1.8269785824773211e-06,31881.130061448006,1.826978582477321e-20,3.1881130061448007e-10
Candidate_0,6.0,0.3,0.75,0.75,2.574774329077177e-06,49046.713348108555,2.5747743290771768e-20,4.904671334810856e-10
Candidate_0,6.0,0.3,0.8,0.8,3.639528199542779e-06,74232.85053074922,3.6395281995427794e-20,7.423285053074921e-10
Candidate_0,6.0,0.3,0.85,0.85,5.16053958918125e-06,110714.2664359181,5.16053958918125e-20,1.107142664359181e-09
Candidate_0,6.0,0.3,0.9,0.9,7.34059525185502e-06,150000.00000734063,7.34059525185502e-20,1.5000000000734063e-09
Candidate_0,6.0,0.3,0.95,0.95,1.0475999982075208e-05,158333.33334380935,1.0475999982075208e-19,1.5833333334380936e-09
Candidate_0,6.0,0.3,1.0,1.0,1.5001355891555705e-05,166666.66668166802,1.5001355891555704e-19,1.6666666668166802e-09
Candidate_0,6.0,0.3,1.05,1.05,2.1556613264508703e-05,175000.00002155657,2.1556613264508704e-19,1.7500000002155657e-09
Candidate_0,6.0,0.3,1.1,1.1,3.1087896726185584e-05,183333.3333644213,3.108789672618558e-19,1.833333333644213e-09
Candidate_0,6.0,0.3,1.15,1.15,4.49997574394066e-05,191666.66671166645,4.49997574394066e-19,1.9166666671166643e-09
Candidate_0,6.0,0.3,1.2,1.2,6.538596876455652e-05,200000.00006538598,6.538596876455651e-19,2.00000000065386e-09
Candidate_0,6.0,0.3,1.25,1.25,9.538034410051684e-05,208333.33342871367,9.538034410051683e-19,2.0833333342871367e-09
Candidate_0,6.0,0.3,1.3,1.3,0.00013968979370577707,216666.6668063564,1.3968979370577707e-18,2.166666668063564e-09
Candidate_0,6.0,0.3,1.35,1.35,0.00020539745265430508,225000.00020539752,2.0539745265430507e-18,2.2500000020539754e-09
Candidate_0,6.0,0.3,1.4,1.4,0.0003031391798306023,233333.33363647255,3.0313917983060228e-18,2.3333333363647255e-09
Candidate_0,6.0,0.3,1.45,1.45,0.0004487133316214232,241666.66711538,4.487133316214232e-18,2.4166666711538e-09
Candidate_0,6.0,0.3,1.5,1.5,0.0006651087494680381,250000.00066510873,6.65108749468038e-18,2.5000000066510872e-09
Candidate_0,6.0,0.3,1.55,1.55,0.0009866885621338617,258333.33432002185,9.866885621338617e-18,2.5833333432002187e-09
Candidate_0,6.0,0.3,1.6,1.6,0.0014883396749346437,266666.6681550064,1.4883396749346438e-17,2.666666681550064e-09
Candidate_0,6.0,0.3,1.65,1.65,0.002499134076478313,275000.0024991341,2.499134076478313e-17,2.750000024991341e-09
Candidate_0,6.0,0.3,1.7,1.7,0.005594029029709655,283333.33892736235,5.594029029709655e-17,2.8333333892736235e-09
Candidate_0,6.0,0.3,1.75,1.75,0.015831661390030522,291666.68249832804,1.5831661390030521e-16,2.9166668249832804e-09
Candidate_0,6.0,0.3,1.8,1.8,0.04364129889487775,300000.04364129895,4.364129889487775e-16,3.0000004364129895e-09
Candidate_0,6.0,0.3,1.85,1.85,0.1073741703780648,308333.44070750376,1.073741703780648e-15,3.0833344070750376e-09
Candidate_0,6.0,0.3,1.9,1.9,0.2414617018145029,316666.9081283685,2.414617018145029e-15,3.166669081283685e-09
Candidate_0,6.0,0.3,1.95,1.95,0.5108944928410611,325000.51089449285,5.108944928410611e-15,3.2500051089449286e-09
Candidate_0,6.0,0.3,2.0,2.0,1.0337374852725638,333334.3670708186,1.0337374852725638e-14,3.333343670708186e-09
Candidate_0,6.0,0.3,2.05,2.05,2.0167839148015725,341668.68345058156,2.0167839148015725e-14,3.4166868345058156e-09
Candidate_0,6.0,0.3,2.1,2.1,3.8111025798222946,350003.8111025799,3.811102579822295e-14,3.5000381110257986e-09
Candidate_0,6.0,0.3,2.15,2.15,6.996245330057765,358340.32957866346,6.996245330057766e-14,3.5834032957866344e-09
Candidate_0,6.0,0.3,2.2,2.2,12.50465317430694,366679.17131984094,1.250465317430694e-13,3.6667917131984095e-09
Candidate_0,6.0,0.3,2.25,2.25,21.801173574554518,375021.8011735745,2.180117357455452e-13,3.750218011735745e-09
Candidate_0,6.0,0.3,2.3,2.3,37.13653602812524,383370.4698693615,3.713653602812524e-13,3.833704698693615e-09
Candidate_0,6.0,0.3,2.35,2.35,61.898112734779524,391728.56477940147,6.189811273477953e-13,3.917285647794015e-09
Candidate_0,6.0,0.3,2.4,2.4,101.08628177251663,400101.0862817725,1.0108628177251662e-12,4.001010862817725e-09
Candidate_0,6.0,0.3,2.45,2.45,161.95015200733727,408495.28348534065,1.6195015200733726e-12,4.084952834853406e-09
Candidate_0,6.0,0.3,2.5,2.5,254.8222179661185,416921.48888463277,2.548222179661185e-12,4.169214888846328e-09
Candidate_0,6.0,0.3,2.55,2.55,394.1975837428934,425394.19758374296,3.9419758374289345e-12,4.25394197583743e-09
Candidate_0,6.0,0.3,2.6,2.6,600.109604579984,433933.44293791335,6.00109604579984e-12,4.339334429379133e-09
Candidate_0,6.0,0.3,2.65,2.65,899.8600065844673,442566.5266732512,8.998600065844673e-12,4.4256652667325116e-09
Candidate_0,6.0,0.3,2.7,2.7,1330.167614143889,451330.16761414387,1.3301676141438891e-11,4.513301676141438e-09
Candidate_0,6.0,0.3,2.75,2.75,1939.8055927118903,460273.13892604515,1.9398055927118904e-11,4.602731389260451e-09
Candidate_0,6.0,0.3,2.8,2.8,2792.8024553034234,469459.4691219702,2.7928024553034234e-11,4.694594691219702e-09
Candidate_0,6.0,0.3,2.85,2.85,3972.2868445699523,478972.28684456996,3.9722868445699526e-11,4.7897228684456996e-09
Candidate_0,6.0,0.3,2.9,2.9,5585.060160186624,488918.3934935199,5.585060160186624e-11,4.8891839349352e-09
Candidate_0,6.0,0.3,2.95,2.95,7766.98433989859,499433.6510065652,7.76698433989859e-11,4.994336510065652e-09
Candidate_0,6.0,0.3,3.0,3.0,10689.274426369384,510689.27442636935,1.0689274426369384e-10,5.106892744263693e-09
Candidate_0,6.0,0.4,-3.0,-3.0,-10689.274426369384,-510689.27442636935,-1.0689274426369384e-10,-5.106892744263693e-09
Candidate_0,6.0,0.4,-2.95,-2.95,-7766.98433989859,-499433.6510065652,-7.76698433989859e-11,-4.994336510065652e-09
Candidate_0,6.0,0.4,-2.9,-2.9,-5585.060160186603,-488918.39349351986,-5.585060160186603e-11,-4.889183934935199e-09
Candidate_0,6.0,0.4,-2.85,-2.85,-3972.2868445699373,-478972.2868445699,-3.972286844569937e-11,-4.789722868445699e-09
Candidate_0,6.0,0.4,-2.8,-2.8,-2792.8024553034015,-469459.46912196995,-2.7928024553034014e-11,-4.694594691219699e-09
Candidate_0,6.0,0.4,-2.75,-2.75,-1939.8055927118903,-460273.13892604515,-1.9398055927118904e-11,-4.602731389260451e-09
Candidate_0,6.0,0.4,-2.7,-2.7,-1330.167614143889,-451330.16761414387,-1.3301676141438891e-11,-4.513301676141438e-09
Candidate_0,6.0,0.4,-2.65,-2.65,-899.8600065844605,-442566.526673251,-8.998600065844605e-12,-4.42566526673251e-09
Candidate_0,6.0,0.4,-2.6,-2.6,-600.1096045799837,-433933.4429379133,-6.0010960457998375e-12,-4.3393344293791325e-09
Candidate_0,6.0,0.4,-2.55,-2.55,-394.1975837428917,-425394.19758374285,-3.941975837428917e-12,-4.253941975837428e-09
Candidate_0,6.0,0.4,-2.5,-2.5,-254.8222179661185,-416921.48888463277,-2.548222179661185e-12,-4.169214888846328e-09
Candidate_0,6.0,0.4,-2.45,-2.45,-161.95015200733727,-408495.28348534065,-1.6195015200733726e-12,-4.084952834853406e-09
Candidate_0,6.0,0.4,-2.4,-2.4,-101.08628177251626,-400101.08628177247,-1.0108628177251626e-12,-4.001010862817724e-09
Candidate_0,6.0,0.4,-2.35,-2.35,-61.89811273477929,-391728.5647794014,-6.189811273477929e-13,-3.917285647794014e-09
Candidate_0,6.0,0.4,-2.3,-2.3,-37.13653602812495,-383370.4698693614,-3.7136536028124953e-13,-3.833704698693614e-09
Candidate_0,6.0,0.4,-2.25,-2.25,-21.801173574554518,-375021.8011735745,-2.180117357455452e-13,-3.750218011735745e-09
Candidate_0,6.0,0.4,-2.2,-2.2,-12.50465317430694,-366679.17131984094,-1.250465317430694e-13,-3.6667917131984095e-09
Candidate_0,6.0,0.4,-2.15,-2.15,-6.996245330057711,-358340.32957866334,-6.996245330057711e-14,-3.583403295786633e-09
Candidate_0,6.0,0.4,-2.1,-2.1,-3.811102579822265,-350003.81110257976,-3.8111025798222645e-14,-3.5000381110257977e-09
Candidate_0,6.0,0.4,-2.05,-2.05,-2.016783914801542,-341668.6834505814,-2.016783914801542e-14,-3.416686834505814e-09
Candidate_0,6.0,0.4,-2.0,-2.0,-1.0337374852725638,-333334.3670708186,-1.0337374852725638e-14,-3.333343670708186e-09
Candidate_0,6.0,0.4,-1.95,-1.95,-0.5108944928410591,-325000.5108944928,-5.108944928410592e-15,-3.2500051089449278e-09
Candidate_0,6.0,0.4,-1.9,-1.9,-0.24146170181450194,-316666.90812836844,-2.4146170181450195e-15,-3.1666690812836845e-09
Candidate_0,6.0,0.4,-1.85,-1.85,-0.10737417037806356,-308333.44070750364,-1.0737417037806357e-15,-3.0833344070750364e-09
Candidate_0,6.0,0.4,-1.8,-1.8,-0.043641298894877306,-300000.04364129883,-4.3641298894877306e-16,-3.0000004364129882e-09
Candidate_0,6.0,0.4,-1.75,-1.75,-0.015831661390030522,-291666.68249832804,-1.5831661390030521e-16,-2.9166668249832804e-09
Candidate_0,6.0,0.4,-1.7,-1.7,-0.00559402902970965,-283333.33892736235,-5.59402902970965e-17,-2.8333333892736235e-09
Candidate_0,6.0,0.4,-1.65,-1.65,-0.0024991340764783047,-275000.00249913405,-2.4991340764783046e-17,-2.7500000249913405e-09
Candidate_0,6.0,0.4,-1.6,-1.6,-0.0014883396749346424,-266666.6681550063,-1.4883396749346426e-17,-2.6666666815500632e-09
Candidate_0,6.0,0.4,-1.55,-1.55,-0.0009866885621338617,-225694.3214701168,-9.866885621338617e-18,-2.256943214701168e-09
Candidate_0,6.0,0.4,-1.5,-1.5,-0.0006651087494680381,-170201.47078264577,-6.65108749468038e-18,-1.7020147078264577e-09
Candidate_0,6.0,0.4,-1.45,-1.45,-0.00044871333162142325,-127673.96119962388,-4.487133316214233e-18,-1.276739611996239e-09
Candidate_0,6.0,0.4,-1.4,-1.4,-0.00030313917983060235,-95237.67354390462,-3.0313917983060236e-18,-9.523767354390462e-10
Candidate_0,6.0,0.4,-1.35,-1.35,-0.00020539745265430367,-70622.23396140976,-2.053974526543037e-18,-7.062223396140975e-10
Candidate_0,6.0,0.4,-1.3,-1.3,-0.00013968979370577707,-52040.94989033589,-1.3968979370577707e-18,-5.204094989033589e-10
Candidate_0,6.0,0.4,-1.25,-1.25,-9.538034410051684e-05,-38093.33531890234,-9.538034410051683e-19,-3.809333531890234e-10
Candidate_0,6.0,0.4,-1.2,-1.2,-6.538596876455652e-05,-27686.205711248247,-6.538596876455651e-19,-2.7686205711248246e-10
Candidate_0,6.0,0.4,-1.15,-1.15,-4.4999757439406606e-05,-19969.999471330826,-4.49997574394066e-19,-1.9969999471330827e-10
Candidate_0,6.0,0.4,-1.1,-1.1,-3.108789672618516e-05,-14287.55159261305,-3.108789672618516e-19,-1.428755159261305e-10
Candidate_0,6.0,0.4,-1.05,-1.05,-2.1556613264508703e-05,-10133.022442604071,-2.1556613264508704e-19,-1.0133022442604072e-10
Candidate_0,6.0,0.4,-1.0,-1.0,-1.5001355891555705e-05,-7119.08437190267,-1.5001355891555704e-19,-7.11908437190267e-11
Candidate_0,6.0,0.4,-0.95,-0.95,-1.047599998207521e-05,-4950.802929164114,-1.047599998207521e-19,-4.950802929164114e-11
Candidate_0,6.0,0.4,-0.9,-0.9,-7.340595251855021e-06,-3404.928087681704,-7.34059525185502e-20,-3.404928087681704e-11
Candidate_0,6.0,0.4,-0.85,-0.85,-5.16053958918125e-06,-2313.542734919069,-5.16053958918125e-20,-2.313542734919069e-11
Candidate_0,6.0,0.4,-0.8,-0.8,-3.639528199542753e-06,-1551.2081467531789,-3.639528199542753e-20,-1.5512081467531787e-11
Candidate_0,6.0,0.4,-0.75,-0.75,-2.574774329077177e-06,-1024.9055611558563,-2.5747743290771768e-20,-1.0249055611558562e-11
Candidate_0,6.0,0.4,-0.7,-0.7,-1.8269785824772953e-06,-666.2046296836041,-1.8269785824772954e-20,-6.662046296836041e-12
Candidate_0,6.0,0.4,-0.65,-0.65,-1.3001068004895454e-06,-425.1979931219238,-1.3001068004895455e-20,-4.251979931219238e-12
Candidate_0,6.0,0.4,-0.6,-0.6,-9.277185542553381e-07,-265.83033612826586,-9.277185542553381e-21,-2.6583033612826587e-12
Candidate_0,6.0,0.4,-0.55,-0.55,-6.636883657699504e-07,-162.32326456119145,-6.6368836576995045e-21,-1.6232326456119145e-12
Candidate_0,6.0,0.4,-0.5,-0.5,-4.758843075920819e-07,-96.45694910966013,-4.7588430759208194e-21,-9.645694910966012e-13
Candidate_0,6.0,0.4,-0.45,-0.45,-3.4184527125170707e-07,-55.517986733151524,-3.418452712517071e-21,-5.551798673315152e-13
Candidate_0,6.0,0.4,-0.4,-0.4,-2.4581393806322026e-07,-30.76227508263882,-2.4581393806322025e-21,-3.076227508263882e-13
Candidate_0,6.0,0.4,-0.35,-0.35,-1.7669249811422815e-07,-16.27348885283238,-1.7669249811422814e-21,-1.6273488852832378e-13
Candidate_0,6.0,0.4,-0.3,-0.3,-1.2662838837516785e-07,-8.123339607830639,-1.2662838837516785e-21,-8.123339607830639e-14
Candidate_0,6.0,0.4,-0.25,-0.25,-9.00312825769764e-08,-3.760315976268731,-9.00312825769764e-22,-3.760315976268731e-14
Candidate_0,6.0,0.4,-0.2,-0.2,-6.288571946106041e-08,-1.5699734525536582,-6.288571946106041e-22,-1.5699734525536582e-14
Candidate_0,6.0,0.4,-0.15,-0.15,-4.226629326570559e-08,-0.5628467816982067,-4.2266293265705588e-22,-5.628467816982067e-15
Candidate_0,6.0,0.4,-0.1,-0.1,-2.599098884602782e-08,-0.15633332028655178,-2.599098884602782e-22,-1.5633332028655178e-15
Candidate_0,6.0,0.4,-0.05,-0.05,-1.2367483228678288e-08,-0.024973166835427406,-1.2367483228678287e-22,-2.4973166835427405e-16
Candidate_0,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Candidate_0,6.0,0.4,0.05,0.05,1.2367483228678278e-08,0.02497316683542794,1.2367483228678278e-22,2.497316683542794e-16
Candidate_0,6.0,0.4,0.1,0.1,2.5990988846027807e-08,0.15633332028655356,2.5990988846027806e-22,1.5633332028655356e-15
Candidate_0,6.0,0.4,0.15,0.15,4.2266293265705924e-08,0.5628467816982133,4.2266293265705926e-22,5.628467816982133e-15
Candidate_0,6.0,0.4,0.2,0.2,6.288571946106093e-08,1.5699734525536755,6.288571946106093e-22,1.5699734525536755e-14
Candidate_0,6.0,0.4,0.25,0.25,9.00312825769764e-08,3.760315976268731,9.00312825769764e-22,3.760315976268731e-14
Candidate_0,6.0,0.4,0.3,0.3,1.266283883751688e-07,8.123339607830694,1.266283883751688e-21,8.123339607830693e-14
Candidate_0,6.0,0.4,0.35,0.35,1.7669249811422815e-07,16.273488852832518,1.7669249811422814e-21,1.6273488852832517e-13
Candidate_0,6.0,0.4,0.4,0.4,2.4581393806322195e-07,30.76227508263899,2.4581393806322194e-21,3.076227508263899e-13
Candidate_0,6.0,0.4,0.45,0.45,3.4184527125170707e-07,55.51798673315182,3.418452712517071e-21,5.551798673315182e-13
Candidate_0,6.0,0.4,0.5,0.5,4.758843075920819e-07,96.45694910966013,4.7588430759208194e-21,9.645694910966012e-13
Candidate_0,6.0,0.4,0.55,0.55,6.636883657699503e-07,162.32326456119216,6.636883657699503e-21,1.6232326456119216e-12
Candidate_0,6.0,0.4,0.6,0.6,9.27718554255338e-07,265.83033612826705,9.27718554255338e-21,2.6583033612826705e-12
Candidate_0,6.0,0.4,0.65,0.65,1.3001068004895543e-06,425.19799312192595,1.3001068004895543e-20,4.25197993121926e-12
Candidate_0,6.0,0.4,0.7,0.7,1.8269785824773211e-06,666.2046296836062,1.826978582477321e-20,6.662046296836062e-12
Candidate_0,6.0,0.4,0.75,0.75,2.574774329077177e-06,1024.9055611558563,2.5747743290771768e-20,1.0249055611558562e-11
Candidate_0,6.0,0.4,0.8,0.8,3.639528199542779e-06,1551.2081467531855,3.6395281995427794e-20,1.5512081467531855e-11
Candidate_0,6.0,0.4,0.85,0.85,5.16053958918125e-06,2313.542734919069,5.16053958918125e-20,2.313542734919069e-11
Candidate_0,6.0,0.4,0.9,0.9,7.34059525185502e-06,3404.928087681713,7.34059525185502e-20,3.404928087681713e-11
Candidate_0,6.0,0.4,0.95,0.95,1.0475999982075208e-05,4950.802929164139,1.0475999982075208e-19,4.950802929164139e-11
Candidate_0,6.0,0.4,1.0,1.0,1.5001355891555705e-05,7119.08437190267,1.5001355891555704e-19,7.11908437190267e-11
Candidate_0,6.0,0.4,1.05,1.05,2.1556613264508703e-05,10133.022442604071,2.1556613264508704e-19,1.0133022442604072e-10
Candidate_0,6.0,0.4,1.1,1.1,3.1087896726185584e-05,14287.551592613152,3.108789672618558e-19,1.4287551592613153e-10
Candidate_0,6.0,0.4,1.15,1.15,4.49997574394066e-05,19969.999471330877,4.49997574394066e-19,1.9969999471330876e-10
Candidate_0,6.0,0.4,1.2,1.2,6.538596876455652e-05,27686.20571124825,6.538596876455651e-19,2.768620571124825e-10
Candidate_0,6.0,0.4,1.25,1.25,9.538034410051684e-05,38093.33531890234,9.538034410051683e-19,3.809333531890234e-10
Candidate_0,6.0,0.4,1.3,1.3,0.00013968979370577707,52040.94989033589,1.3968979370577707e-18,5.204094989033589e-10
Candidate_0,6.0,0.4,1.35,1.35,0.00020539745265430508,70622.23396141025,2.0539745265430507e-18,7.062223396141025e-10
Candidate_0,6.0,0.4,1.4,1.4,0.0003031391798306023,95237.67354390507,3.0313917983060228e-18,9.523767354390507e-10
Candidate_0,6.0,0.4,1.45,1.45,0.0004487133316214232,127673.9611996239,4.487133316214232e-18,1.276739611996239e-09
Candidate_0,6.0,0.4,1.5,1.5,0.0006651087494680381,170201.47078264577,6.65108749468038e-18,1.7020147078264577e-09
Candidate_0,6.0,0.4,1.55,1.55,0.0009866885621338617,225694.3214701168,9.866885621338617e-18,2.256943214701168e-09
Candidate_0,6.0,0.4,1.6,1.6,0.0014883396749346437,266666.6681550064,1.4883396749346438e-17,2.666666681550064e-09
Candidate_0,6.0,0.4,1.65,1.65,0.002499134076478313,275000.0024991341,2.499134076478313e-17,2.750000024991341e-09
Candidate_0,6.0,0.4,1.7,1.7,0.005594029029709655,283333.33892736235,5.594029029709655e-17,2.8333333892736235e-09
Candidate_0,6.0,0.4,1.75,1.75,0.015831661390030522,291666.68249832804,1.5831661390030521e-16,2.9166668249832804e-09
Candidate_0,6.0,0.4,1.8,1.8,0.04364129889487775,300000.04364129895,4.364129889487775e-16,3.0000004364129895e-09
Candidate_0,6.0,0.4,1.85,1.85,0.1073741703780648,308333.44070750376,1.073741703780648e-15,3.0833344070750376e-09
Candidate_0,6.0,0.4,1.9,1.9,0.2414617018145029,316666.9081283685,2.414617018145029e-15,3.166669081283685e-09
Candidate_0,6.0,0.4,1.95,1.95,0.5108944928410611,325000.51089449285,5.108944928410611e-15,3.2500051089449286e-09
Candidate_0,6.0,0.4,2.0,2.0,1.0337374852725638,333334.3670708186,1.0337374852725638e-14,3.333343670708186e-09
Candidate_0,6.0,0.4,2.05,2.05,2.0167839148015725,341668.68345058156,2.0167839148015725e-14,3.4166868345058156e-09
Candidate_0,6.0,0.4,2.1,2.1,3.8111025798222946,350003.8111025799,3.811102579822295e-14,3.5000381110257986e-09
Candidate_0,6.0,0.4,2.15,2.15,6.996245330057765,358340.32957866346,6.996245330057766e-14,3.5834032957866344e-09
Candidate_0,6.0,0.4,2.2,2.2,12.50465317430694,366679.17131984094,1.250465317430694e-13,3.6667917131984095e-09
Candidate_0,6.0,0.4,2.25,2.25,21.801173574554518,375021.8011735745,2.180117357455452e-13,3.750218011735745e-09
Candidate_0,6.0,0.4,2.3,2.3,37.13653602812524,383370.4698693615,3.713653602812524e-13,3.833704698693615e-09
Candidate_0,6.0,0.4,2.35,2.35,61.898112734779524,391728.56477940147,6.189811273477953e-13,3.917285647794015e-09
Candidate_0,6.0,0.4,2.4,2.4,101.08628177251663,400101.0862817725,1.0108628177251662e-12,4.001010862817725e-09
Candidate_0,6.0,0.4,2.45,2.45,161.95015200733727,408495.28348534065,1.6195015200733726e-12,4.084952834853406e-09
Candidate_0,6.0,0.4,2.5,2.5,254.8222179661185,416921.48888463277,2.548222179661185e-12,4.169214888846328e-09
Candidate_0,6.0,0.4,2.55,2.55,394.1975837428934,425394.19758374296,3.9419758374289345e-12,4.25394197583743e-09
Candidate_0,6.0,0.4,2.6,2.6,600.109604579984,433933.44293791335,6.00109604579984e-12,4.339334429379133e-09
Candidate_0,6.0,0.4,2.65,2.65,899.8600065844673,442566.5266732512,8.998600065844673e-12,4.4256652667325116e-09
Candidate_0,6.0,0.4,2.7,2.7,1330.167614143889,451330.16761414387,1.3301676141438891e-11,4.513301676141438e-09
Candidate_0,6.0,0.4,2.75,2.75,1939.8055927118903,460273.13892604515,1.9398055927118904e-11,4.602731389260451e-09
Candidate_0,6.0,0.4,2.8,2.8,2792.8024553034234,469459.4691219702,2.7928024553034234e-11,4.694594691219702e-09
Candidate_0,6.0,0.4,2.85,2.85,3972.2868445699523,478972.28684456996,3.9722868445699526e-11,4.7897228684456996e-09
Candidate_0,6.0,0.4,2.9,2.9,5585.060160186624,488918.3934935199,5.585060160186624e-11,4.8891839349352e-09
Candidate_0,6.0,0.4,2.95,2.95,7766.98433989859,499433.6510065652,7.76698433989859e-11,4.994336510065652e-09
Candidate_0,6.0,0.4,3.0,3.0,10689.274426369384,510689.27442636935,1.0689274426369384e-10,5.106892744263693e-09
Candidate_1,2.0,0.2,-3.0,-3.0,-10000000.0,-10000000.0,-1e-07,-1e-07
Candidate_1,2.0,0.2,-2.95,-2.95,-10000000.0,-10000000.0,-1e-07,-1e-07
Candidate_1,2.0,0.2,-2.9,-2.9,-10000000.0,-10000000.0,-1e-07,-1e-07
Candidate_1,2.0,0.2,-2.85,-2.85,-10000000.0,-10000000.0,-1e-07,-1e-07
Candidate_1,2.0,0.2,-2.8,-2.8,-10000000.0,-10000000.0,-1e-07,-1e-07
Candidate_1,2.0,0.2,-2.75,-2.75,-10000000.0,-10000000.0,-1e-07,-1e-07
Candidate_1,2.0,0.2,-2.7,-2.7,-10000000.0,-10000000.0,-1e-07,-1e-07
Candidate_1,2.0,0.2,-2.65,-2.65,-10000000.0,-10000000.0,-1e-07,-1e-07
Candidate_1,2.0,0.2,-2.6,-2.6,-10000000.0,-10000000.0,-1e-07,-1e-07
Candidate_1,2.0,0.2,-2.55,-2.55,-10000000.0,-10000000.0,-1e-07,-1e-07
Candidate_1,2.0,0.2,-2.5,-2.5,-10000000.0,-10000000.0,-1e-07,-1e-07
Candidate_1,2.0,0.2,-2.45,-2.45,-10000000.0,-10000000.0,-1e-07,-1e-07
Candidate_1,2.0,0.2,-2.4,-2.4,-10000000.0,-10000000.0,-1e-07,-1e-07
Candidate_1,2.0,0.2,-2.35,-2.35,-10000000.0,-10000000.0,-1e-07,-1e-07
Candidate_1,2.0,0.2,-2.3,-2.3,-10000000.0,-10000000.0,-1e-07,-1e-07
Candidate_1,2.0,0.2,-2.25,-2.25,-10000000.0,-10000000.0,-1e-07,-1e-07
Candidate_1,2.0,0.2,-2.2,-2.2,-10000000.0,-10000000.0,-1e-07,-1e-07
Candidate_1,2.0,0.2,-2.15,-2.15,-10000000.0,-10000000.0,-1e-07,-1e-07
Candidate_1,2.0,0.2,-2.1,-2.1,-10000000.0,-10000000.0,-1e-07,-1e-07
Candidate_1,2.0,0.2,-2.05,-2.05,-10000000.0,-10000000.0,-1e-07,-1e-07
